,type,isfood_encoded
37019,Meals for day trip,1
37020,Taxi abroad,0
37022, Dinner Drink VAT ,1
37023,Hotel,0
37024,Hotel F C,0
37025, miles travelled,0
37026,Parking,0
37027,UK Per Diem,1
37028,Sundry,0
37029,Underground,0
37030,Breakfast left home pre am,1
37031,Taxi,0
37032,Telephone Mobile,0
37033,others ,0
37034, Meal allowance country,1
37035,Toll,0
37036,Meals Business Or Travel,1
37037, miles travelled,0
37038,Excess Travel Change of office,0
37039, Lunch,1
37040,Parking Tolls Cong Charge,0
37041,Meals Client Entertainment,1
37042,Rail,0
37043,Rail,0
37044,DOMESTIC TRAVEL Air,0
37045, Lunch,1
37046,Other Expenses Taxi,0
37047, miles travelled,0
37048,Hotel Accommodation,0
37049, Mileage allowances BULL,0
37050,Urb transport bus tram metro ,0
37051, Lunch,1
37052, Mileage allowances BULL,0
37053,Hotel F C,0
37054,Train km ,0
37055,Staying with Friends Relatives,0
37056,Hotel,0
37057,Hotel domestic accomad ,0
37058, Transports Subscription ,0
37059,Hotel,0
37060,Production support Accor FB,0
37061, Meal allowance Paris,1
37062,Per diem Dinner,1
37063,Fuel,0
37064,Parking Toll ERP,0
37065,Meals for day trip,1
37066,Hotel domestic breakf etc,0
37067, Transports Subscription ,0
37068, miles travelled,0
37069, miles travelled,0
37070,Hotel,0
37071, Pers Internet Home work,0
37072, Toll,0
37073,Eve Meal re overnight stay,1
37074,Lunch Max F C,1
37075, Mileage allowances BULL,0
37076,Lunch when at NON client site,1
37077, Transports Subscription ,0
37078, Toll,0
37079, miles travelled,0
37080,Underground,0
37081,Airfare,0
37082,Meals Business Or Travel,1
37083,Taxi ,0
37084,Bus,0
37085,Rail,0
37086,Taxi,0
37087,others ,0
37088,Taxi ,0
37089,Other invitation,1
37090,Lunch when at NON client site,1
37091,Underground,0
37092, Meal allowance country,1
37093, Hotel Paris Sophia,0
37094,Other Incidentals,0
37095,Taxi,0
37096, miles travelled,0
37097,Other Expenses Taxi,0
37098,Eve Meal late home after pm,1
37099, Reception,1
37100,National Meal,1
37101, Mileage allowances BULL,0
37102,Parking toll ferry client car,0
37103, miles travelled,0
37104,others ,0
37105,Taxi,0
37106,Taxi ,0
37107,Rail,0
37108,Rail,0
37109, Car rental,0
37110,Parking Tolls Cong Charge,0
37111,Eve Meal re overnight stay,1
37112, Hotel Meal part,0
37113, Lunch,1
37114, Reception,1
37116, miles travelled,0
37117,Train km ,0
37118, Taxi,0
37119,Hotel Accommodation,0
37120,Taxi,0
37121, Meal allowance country,1
37122,Parking Tolls Cong Charge,0
37123, Breakfast,1
37124,Taxi,0
37125,Meals Business Or Travel,1
37126,Accommodation Hotel,0
37127,others ,0
37128,others ,0
37129,Lunch when at NON client site,1
37130,Train km ,0
37131,Others business trip,0
37132, Meal allowance country,1
37133,Meals for day trip,1
37134, Dinner country,1
37135, miles travelled,0
37136, Transports Subscription ,0
37137,Underground,0
37138,Train km ,0
37139,Taxis,0
37140, Parking,0
37141,Hotel,0
37142,Underground,0
37143,Lunch when at NON client site,1
37144,Personal Incidental Exp UK,0
37145, miles travelled,0
37146,Taxi,0
37147,Breakfast left home pre am,1
37148,Meals for day trip,1
37149, Dinner country,1
37150,Train km ,0
37151,Dinner Max F C,1
37152, Pers Internet Home work,0
37153,Train km ,0
37154,Breakfast,1
37155,Internet Access,0
37156,Others ,0
37157, Taxi,0
37158, Lunch,1
37159, miles travelled,0
37160, miles travelled,0
37161,Subscription Publications,0
37162,Public Transport,0
37163, Taxi,0
37164,Dinner guests,1
37165,Tram City public bus,0
37166,Entertainment Gift presents,0
37167,Taxi ,0
37168, miles travelled,0
37169, miles travelled,0
37170,Eve Meal re overnight stay,1
37171,Taxi Local ,0
37172,Eve Meal re overnight stay,1
37173, Toll,0
37174,Eve Meal re overnight stay,1
37175,Overseas Per Diem,0
37176,Eve Meal late home after pm,1
37177, Toll,0
37178,Benefits ,0
37179,Hotel domestic accomad ,0
37180,Stationary Postage Printing,0
37181,Lunch when at NON client site,1
37182,FOREIGN TRAVEL STAFF MEALS,0
37183,Hotel Accommodation,0
37184,Hotel Accommodation,0
37185,Other services,0
37186,Per diem Night,0
37187, Lunch,1
37188,Dinner,1
37189, Lunch,1
37190,Taxis,0
37191,Parking Tolls Cong Charge,0
37192,Parking,0
37193,Taxi,0
37194,Per diem Lunch,1
37195,internet Access,0
37196, Dinner Drink VAT ,1
37197, miles travelled,0
37198,Parking Tolls Cong Charge,0
37199,Underground,0
37200,Parking Tolls Cong Charge,0
37201,Lunch when at NON client site,1
37202,Meals Business Or Travel,1
37203,Lunch Max F C,1
37204,Taxis,0
37205, Lunch,1
37206, miles travelled,0
37207,Meals for day trip,1
37208,Taxis,0
37209, Meal allowance Paris,1
37210,Lunch when at NON client site,1
37211,Meals Business Or Travel,1
37212,Airfare AIT Company paid,0
37213,Hotel domestic accomad ,0
37214,Eve Meal re overnight stay,1
37215,Rail,0
37216,Underground,0
37217,Meals for day trip,1
37218, miles travelled,0
37219,Underground,0
37220,Taxis,0
37221,Foreign Travel Outfit Allow ,0
37223,Taxi,0
37224,Phone,0
37225, Toll,0
37226,Breakfast after overnight stay,1
37227,Hotel Accommodation,0
37228,Motorway Car park,0
37229,Education courses exams,0
37230, miles travelled,0
37231, miles travelled,0
37232,Representation,0
37233,Per diem Lunch,1
37234,Rail,0
37235,Tool,0
37236,Meals for day trip,1
37237,Total Per diem,1
37238,Hotel,0
37239, miles travelled,0
37240,Eve Meal re overnight stay,1
37241,Fuel Hire Pool Car Fuel Card,0
37242,Taxi,0
37243, Mileage allowances BULL,0
37244, Toll,0
37245,Sundry,0
37246, Lunch,1
37247,Taxi,0
37248,Excess Travel Change of office,0
37249, Pers Internet On call,0
37250,Per diem Dinner,1
37251,Lunch when at NON client site,1
37252,Personal Car,0
37253,Rental car,0
37254,Motorway Car park,0
37255,non mon benefit breakfast,0
37256,Transportation,0
37257, Lunch,1
37258,Taxi domestic,0
37259,Mobile,0
37260,Parking Tolls Cong Charge,0
37261,Hotel Accommodation,0
37262,Lunch when at NON client site,1
37263,Metropolitan public transport,0
37264,Underground,0
37265,Hotel Accommodation,0
37266,Hotel domestic breakf etc,0
37267, Car rental,0
37268,Late Sitting Food,1
37270,Client Entertainment,0
37271, miles travelled,0
37272, Lunch,1
37273, Parking,0
37274, Taxi,0
37275,Other Incidentals,0
37276, Parking,0
37277,Overseas Per Diem,0
37278,Lunch when at NON client site,1
37279,Public Transport,0
37280,Office material,0
37281, Meal allowance country,1
37282, miles travelled,0
37283,Parking,0
37284,Taxi,0
37285,Hotel,0
37286, Meal allowance country,1
37287, Breakfast,1
37288,Meals for day trip,1
37289, Pers Internet Home work,0
37290,Parking,0
37291, Mileage allowances BULL,0
37292,Taxi,0
37293,Lunch when at NON client site,1
37294,Personal Car,0
37295, Meal abroad,1
37296,Airfare,0
37297,Rail,0
37298,Hotel Accommodation,0
37299,Meals Business Or Travel,1
37300,Meals Business Or Travel,1
37301,Parking,0
37302,Taxi,0
37303,Hotel Accommodation,0
37304, miles travelled,0
37305,non mon benefit breakfast,0
37306,Telephone Internet,0
37307,City and tourist tax,0
37308, miles travelled,0
37309,Taxi GST,0
37310,FOREIGN TRAVEL INT TEL CONNECT,0
37311, Phone,0
37312,Motorway Car Park,0
37313, Reception,1
37314,Meals for day trip,1
37315,Excess Travel Change of office,0
37316, Reception,1
37317,Parking Tolls Cong Charge,0
37318,Toll Fee Local ,0
37319, Train,0
37320,Per Diem Cambridge ,1
37321,Local Transport allowance,0
37322,Hotel Accommodation,0
37323,Lunch when at NON client site,1
37324,Staff Training,0
37325, miles travelled,0
37326,Parking,0
37327,Lunch when at NON client site,1
37328, Meal abroad,1
37329, Mileage allowances BULL,0
37330,Hotel domestic breakf etc,0
37331,Rail,0
37332,Telephone Mobile,0
37333, Meal allowance country,1
37334,Rail,0
37335,Meals for day trip,1
37336, Lunch,1
37337,Overseas Receipted Meals,1
37338,Hotel,0
37339,Meals for day trip,1
37340,Parking Tolls Cong Charge,0
37341, Hotel Paris Sophia,0
37343, Transports Subscription ,0
37344,Parking Tolls Cong Charge,0
37345,Others overseas claims ,0
37346,Entertainment Gift presents,0
37347,Hotel Lodging,0
37348,Rail,0
37350,Others business trip,0
37351,UK Per Diem,1
37352, miles travelled,0
37353, Parking,0
37354,Lunch invitation,1
37355,Forfait t l phonie,0
37356, Lunch,1
37357,Rental car,0
37358,Underground,0
37359,Hotel No GST,0
37360,Train km ,0
37361,Taxi ,0
37362,Train km ,0
37363,Parking Tolls Cong Charge,0
37364,General Charges,0
37365,Hotel Accommodation,0
37366,Per diem Lunch,1
37367,Parking toll ferry own car,0
37368,Motorway Car park,0
37369,Underground,0
37370,Taxi,0
37371, Meal allowance country,1
37372,Rental car,0
37373, Meal allowance country,1
37374,Parking,0
37375,Total Per diem,1
37376,Taxis,0
37377, Mileage allowances BULL,0
37378,others ,0
37379, miles travelled,0
37380,Parking Tolls Cong Charge,0
37381, miles travelled,0
37382,Total Per diem,1
37383,Hotel domestic breakf etc,0
37384,Train km ,0
37385,Phone charge,0
37386,Meals Business Or Travel,1
37387,UK Per Diem,1
37388,Lunch when at NON client site,1
37389, Dinner country,1
37390,Total Per diem,1
37391,Parking Toll ERP,0
37392,others ,0
37393, Parking,0
37394,Hotel domestic accomad ,0
37395,Taxi Local ,0
37396,Rail,0
37397,Per diem Lunch,1
37398,Train km ,0
37399,Breakfast max F C,1
37400,Parking Tolls Cong Charge,0
37401, Lunch,1
37402,Total Per diem,1
37403,FOREIGN TRAVEL STAFF MEALS,0
37404,Bridge Storebaelt,0
37405,Meal allowance OT FB,1
37406,Underground,0
37407,Parking tax relevant,0
37408,Parking Tolls Cong Charge,0
37409,FOREIGN TRAVEL STAFF MEALS,0
37411,Parking,0
37412,Transport,0
37413,Parking toll ferry client car,0
37414,Taxi,0
37415,Hotel Accommodation,0
37416,Taxis,0
37417,Hotel domestic breakf etc,0
37418,Meals for day trip,1
37419,Underground,0
37420,Travel Exp,1
37421,Tool,0
37422,Hotel F C,0
37423,Parking,0
37424,Entertainment Gift presents,0
37425,Lunch when at NON client site,1
37426, Lnch Dnnr Paris cumulated ,1
37427, Small equipment,0
37428,National Meal,1
37429,Taxis,0
37430,Parking toll ferry client car,0
37431,Taxi Local ,0
37432, miles travelled,0
37433, miles travelled,0
37434,Car Rental,0
37435,Parking Toll ERP,0
37436, Meal abroad,1
37438, Parking,0
37439,Airfare AIT Company paid,0
37440, Hotel except Paris Sophia,0
37441,Client Entertainment,0
37442,Gasoline,0
37443,Client Entertainment,0
37444,Hotel,0
37445,Client Entertainment,0
37446, Parking,0
37447, miles travelled,0
37448,Meals for day trip,1
37449,Hotel domestic accomad ,0
37450,Others,0
37451,Taxi,0
37452,Parking Tolls Cong Charge,0
37453,Train km ,0
37454,Parking abroad,0
37455,Mobility Allowance Expense,0
37456,Train km ,0
37457, Train,0
37458,Lodging,0
37459,Meals Business Or Travel,1
37460,Hotel domestic breakf etc,0
37461,Eve Meal re overnight stay,1
37462,Airfare GST,0
37463, miles travelled,0
37464, miles travelled,0
37465,Meals for day trip,1
37466,UK Per Diem,1
37467, miles travelled,0
37468, miles travelled,0
37469, Lunch,1
37470,Lunch when at NON client site,1
37471,Train km ,0
37473,Hotel domestic accomad ,0
37474,Metropolitan public transport,0
37475,Taxi,0
37476, Pers Internet Home work,0
37477, miles travelled,0
37478,Taxi Local ,0
37479,Taxi,0
37480,Taxi,0
37481,Others,0
37482, miles travelled,0
37483, Transports occasional ,0
37484, Dinner Drink VAT ,1
37485, Train,0
37486, Transports occasional ,0
37487,Underground,0
37488, Meal allowance country,1
37489,Hotel Accommodation,0
37490,Lunch when at NON client site,1
37491,Tram City public bus,0
37492, Lunch,1
37493,Lunch when at NON client site,1
37494,Hotel Accommodation,0
37495, miles travelled,0
37496,Hotel Accommodation,0
37497,Bus,0
37499,Train km ,0
37500,Parking Tolls Cong Charge,0
37501,Meals for day trip,1
37502,Train,0
37503,Phone Call,0
37504, Lnch Dnnr Paris cumulated ,1
37505, Meal allowance Paris,1
37506,Train km ,0
37507,Lodging incl breakfast,0
37508, miles travelled,0
37509,Hotel Accommodation,0
37510,Taxi,0
37511,Taxi ,0
37512, Lunch,1
37513,Highway,0
37514,Overseas Per Diem,0
37515, Transports Subscription ,0
37516, miles travelled,0
37517,Client Entertainment,0
37518,Personal Incidental Exp UK,0
37519,Taxi,0
37520,Metropolitan public transport,0
37521,Per Diem Cambridge ,1
37522,Parking Tolls Cong Charge,0
37523,Other Per Diem,0
37524,Hotel,0
37525,Rail,0
37526, miles travelled,0
37527,Taxi,0
37528,Rail,0
37529, miles travelled,0
37530,Sundry,0
37531,Parking Tolls Cong Charge,0
37532,Underground,0
37533,Train km ,0
37534,National Meal,1
37535,Taxi,0
37536,Lunch when at NON client site,1
37537, Toll,0
37538,DOMESTIC TRAVEL Air,0
37539, Meal allowance Paris,1
37540,Taxi Local ,0
37541,Urb transport bus tram metro ,0
37542, miles travelled,0
37543,Rail,0
37544,Hotel,0
37546,Rail,0
37547, Transports Subscription ,0
37548,Hotel domestic breakf etc,0
37549, Reception,1
37550, Dinner Paris,1
37551,Train km ,0
37552, miles travelled,0
37553,Meals Business Or Travel,1
37554,Employee Welfare,0
37555, Toll,0
37556,Train km ,0
37557,Other Incidentals,0
37558, Lunch,1
37559, Lunch,1
37560,Hotel,0
37561,non mon benefit breakfast,0
37562, miles travelled,0
37563,Team building,0
37564, Meal abroad,1
37565, Pers Internet On call,0
37566,Lunch when at NON client site,1
37567,Hotel,0
37568, Transports Subscription ,0
37569,Taxi,0
37570, Train,0
37571,Lunch when at NON client site,1
37572, Lunch,1
37573, miles travelled,0
37574,Bus,0
37575,Per diem Lunch,1
37576, Meal allowance Paris,1
37577,Telephone Internet,0
37578,Meals for day trip,1
37579,Meals Business Or Travel,1
37580,Motorway Car park,0
37581,others ,0
37582,Hotel,0
37583, Pers Internet On call,0
37584,Train,0
37585,Train km ,0
37586, Toll,0
37587,Parking Tolls Cong Charge,0
37588, miles travelled,0
37589,others ,0
37590, Meal allowance country,1
37591, miles travelled,0
37592,Breakfast after overnight stay,1
37593,Breakfast left home pre am,1
37594, Pers Internet Home work,0
37595, Lunch,1
37596, Meal allowance Paris,1
37597,Taxi,0
37598,Parking,0
37599, miles travelled,0
37600, miles travelled,0
37601,UK Per Diem,1
37602,Lunch when at NON client site,1
37603,Breakfast,1
37604,Hotel domestic breakf etc,0
37605,Telephone Mobile,0
37606, miles travelled,0
37607,Parking,0
37608,Train,0
37609,Dinner abroad,1
37611, Pers Internet Home work,0
37612,others ,0
37613, Meal allowance country,1
37614,Client Entertainment,0
37615,Lunch when at NON client site,1
37616,Taxi ,0
37617,Taxi,0
37618,Hotel domestic breakf etc,0
37619, miles travelled,0
37620,Travel Exp,1
37621, Lunch,1
37622,Breakfast after overnight stay,1
37623,Parking,0
37624, miles travelled,0
37625,Total Per diem,1
37626,Taxi,0
37628,Meals for day trip,1
37629,Meals for day trip,1
37631, Meal allowance Paris,1
37632,Taxi,0
37633,Eve Meal late home after pm,1
37634,Taxis,0
37635,Parking Tolls Cong Charge,0
37636,Per diem Dinner,1
37637,Personal Incidental Exp UK,0
37638,Train trip for business,0
37639,Transportation international,0
37640,Parking Tolls Cong Charge,0
37641,Gasoline,0
37642,Meals for day trip,1
37643, Lunch,1
37644,Total Per diem,1
37645,Train km ,0
37646,Lunch when at NON client site,1
37647, Lunch,1
37648,Dinner invitation,0
37649,Lunch Abroad,1
37650,Telephone Mobile,0
37651,Hotel domestic breakf etc,0
37652, Meal abroad,1
37653,Other Expenses Entertainment,0
37655, miles travelled,0
37656,Hotel domestic breakf etc,0
37657, Meal allowance Paris,1
37658,Taxis,0
37659,Eve Meal re overnight stay,1
37660, Meal allowance country,1
37661, Transports Subscription ,0
37662,Parking Tolls Cong Charge,0
37663,Non CO Panel Doc Depend,0
37664,Eve Meal re overnight stay,1
37666, Transports Subscription ,0
37667, Mileage allowances BULL,0
37668, miles travelled,0
37669,Parking Tolls Cong Charge,0
37670, miles travelled,0
37671,Taxi,0
37672,Taxis,0
37673, miles travelled,0
37674,Airfare,0
37675,Taxi,0
37676,Per diem Lunch,1
37677, Toll,0
37678,Train km ,0
37679,Staff Ent Motivate Indiv Team,0
37680,Taxis,0
37681,Telephone Internet,0
37682,UK Per Diem,1
37683, Transports occasional ,0
37684,Airfare,0
37685, Meal allowance Paris,1
37686, Transports Subscription ,0
37687, Lunch,1
37688,Lunch when at NON client site,1
37689, Toll,0
37690,Transport,0
37691,Retirement Party,0
37692, miles travelled,0
37693,Taxis,0
37694,Lunch when at NON client site,1
37695,Travel Exp,1
37696,Taxi,0
37697, Lunch,1
37698,Motorway Car park,0
37699,Train km ,0
37700,Train km ,0
37701, miles travelled,0
37702,Eve Meal re overnight stay,1
37703,Toll Fee Local ,0
37704, Reception,1
37705,Eve Meal re overnight stay,1
37706, miles travelled,0
37707,Meals Business Or Travel,1
37708, miles travelled,0
37709,Hotel Accommodation,0
37710,DOMESTIC TRAVEL Taxi,0
37711,Hotel domestic breakf etc,0
37712,Car Rental,0
37713,Phone charge,0
37714,Staff Welfare Expenses,0
37715,Parking Toll ERP,0
37716,Eve Meal re overnight stay,1
37717,Other Tolls,0
37718, Parking,0
37719,Gasoline,0
37720,Parking Tolls Cong Charge,0
37721, miles travelled,0
37722, Move accompanying measures,0
37723, Transports Subscription ,0
37725,Taxi Local ,0
37726,Onsite offsite support FB,0
37727,Underground,0
37728,Total Per diem,1
37729,Phone charge,0
37730,Parking Tolls Cong Charge,0
37731,Motorway Car park,0
37732,Overseas Per Diem,0
37733,Total Per diem,1
37734,Rail,0
37735,Hotel,0
37736,Meals Business Or Travel,1
37737,Taxi,0
37738, Mileage allowances BULL,0
37739,Train trip for business,0
37740,Lunch when at NON client site,1
37741,Eve Meal late home after pm,1
37742, miles travelled,0
37743,Parking Tolls Cong Charge,0
37744, Lnch Dnnr Paris cumulated ,1
37745, Transports occasional ,0
37746,DOMESTIC TRAVEL STAFF MEALS,0
37747,Breakfast,1
37748, miles travelled,0
37749, Meal allowance country,1
37750,Airfare abroad,0
37751,Hotel F C,0
37752,Meals Business Or Travel,1
37753,Eve Meal re overnight stay,1
37754, miles travelled,0
37755,Rail,0
37756,Train km ,0
37757,Underground,0
37758,Rental car,0
37759, miles travelled,0
37760,Parking,0
37761,Others ,0
37762,Telephone Mobile,0
37763, Meal allowance country,1
37764,Meals Business Or Travel,1
37765,Motorway Car park,0
37766,Taxi,0
37767,Meals for day trip,1
37768,Hotel Accommodation,0
37769,Hotel Accommodation,0
37770,Phone charge,0
37771, Parking,0
37772, Meal allowance country,1
37773, Transports occasional ,0
37774,others ,0
37775,others ,0
37776,Taxis,0
37777,Lodging incl breakfast,0
37778, Lunch,1
37779,Underground,0
37780,Meals for day trip,1
37781,Underground,0
37782, miles travelled,0
37783, Mileage allowances BULL,0
37784,Parking Toll ERP,0
37785,Parking,0
37786, miles travelled,0
37787,Taxi,0
37788,Other Training Expenses,0
37789,Meals for day trip,1
37790, Lunch,1
37791,DOMESTIC TRAVEL STAFF MEALS,0
37792,Taxi,0
37793, Lunch,1
37794,Hotel domestic breakf etc,0
37795,Hotel domestic breakf etc,0
37796,Eve Meal re overnight stay,1
37797, Parking,0
37798, Meal allowance country,1
37799,Hotel Accommodation,0
37800,Meal allowance OT FB,1
37801, Transports occasional ,0
37802,Parking,0
37803, Meal allowance country,1
37804,Repre internal,0
37805,Motorway Car park,0
37806,Total Per diem,1
37807,Lunch,1
